"fips_county","county_name","cases_asd","pop","prevalence_asd","prevalence_asd_ci","map_category"
"05127","Scott","19","2463","0.771416971173366","0.8 (0.5-1.2)","1%"
"05129","Searcy","23","1655","1.38972809667674","1.4 (0.9-2.1)","1%"
"05131","Sebastian","541","31706","1.70630164637608","1.7 (1.6-1.9)","2%"
"05133","Sevier","50","4951","1.00989699050697","1.0 (0.8-1.3)","1%"
"05135","Sharp","52","3646","1.42622051563357","1.4 (1.1-1.9)","1%"
"05137","Stone","41","2495","1.64328657314629","1.6 (1.2-2.2)","2%"
"05139","Union","120","9528","1.25944584382872","1.3 (1.1-1.5)","1%"
"05141","Van Buren","56","3459","1.61896501879156","1.6 (1.2-2.1)","2%"
"05143","Washington","1272","68039","1.86951601287497","1.9 (1.8-2.0)","2%"
"05145","White","326","21059","1.54803172040458","1.5 (1.4-1.7)","2%"
"05147","Woodruff","21","1431","1.46750524109015","1.5 (1.0-2.2)","1%"
"05149","Yell","93","5442","1.70893054024256","1.7 (1.4-2.1)","2%"
"27001","Aitkin","33","2754","1.19825708061002","1.2 (0.9-1.7)","1%"
"27003","Anoka","1999","86282","2.31682158503512","2.3 (2.2-2.4)","2%"
"27005","Becker","158","8587","1.83999068359148","1.8 (1.6-2.1)","2%"
"27007","Beltrami","261","13414","1.94572834352169","1.9 (1.7-2.2)","2%"
"27009","Benton","164","10302","1.59192389827218","1.6 (1.4-1.9)","2%"
"27011","Big Stone","12","1044","1.14942528735632","1.1 (0.7-2.0)","1%"
"27013","Blue Earth","216","19943","1.08308679737251","1.1 (0.9-1.2)","1%"
"27015","Brown","103","6152","1.6742522756827","1.7 (1.4-2.0)","2%"
"27017","Carlton","119","8411","1.41481393413387","1.4 (1.2-1.7)","1%"
"27019","Carver","410","28953","1.41608814285221","1.4 (1.3-1.6)","1%"
"27021","Cass","82","6330","1.29541864139021","1.3 (1.0-1.6)","1%"
"27023","Chippewa","33","2829","1.16648992576882","1.2 (0.8-1.6)","1%"
"27025","Chisago","137","13308","1.02945596633604","1.0 (0.9-1.2)","1%"
"27027","Clay","241","19166","1.25743504121883","1.3 (1.1-1.4)","1%"
